number,value,datetime_start,datetime_complete,duration,params_dt_criterion,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_dt_splitter,params_feature_selector,params_hgb_learning_rate,params_hgb_max_bins,params_hgb_max_depth,params_hgb_max_iter,params_lasso_alpha,params_lgb_feature_fraction,params_lgb_learning_rate,params_lgb_max_depth,params_lgb_n_estimators,params_lgb_num_leaves,params_model,params_rf_bootstrap,params_rf_criterion,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_scaler,params_xgb_alpha,params_xgb_booster,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,user_attrs_MAE,user_attrs_MSE,user_attrs_R2,user_attrs_error,state
66,18.729780487422662,2025-05-04 05:13:22.460398,2025-05-04 05:13:47.139449,0 days 00:00:24.679051,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.030784853881290014,dart,0.6697887946229898,0.09520970562239602,8.0,188.0,6.576762894966096,350.8046771070387,0.8364452719688416,,COMPLETE
67,25.594999919831398,2025-05-04 05:13:22.586530,2025-05-04 05:13:23.565272,0 days 00:00:00.978742,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.013747330642123575,dart,0.6228073567542851,0.06008327275062158,10.0,21.0,10.588753198981538,655.1040208961692,0.6945726275444031,,COMPLETE
68,31.341156537348365,2025-05-04 05:13:22.819247,2025-05-04 05:13:23.584242,0 days 00:00:00.764995,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.008172909298821243,dart,0.5895630950849735,0.04736397888706406,3.0,24.0,13.34380802508382,982.2680930985742,0.5420397520065308,,COMPLETE
69,32.10432455423148,2025-05-04 05:13:22.831843,2025-05-04 05:13:23.434494,0 days 00:00:00.602651,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.013523441992589005,dart,0.5712345693346457,0.05091398681941613,3.0,20.0,13.858315973552493,1030.6876550834306,0.5194653272628784,,COMPLETE
70,29.211775005502844,2025-05-04 05:13:22.965289,2025-05-04 05:13:27.155659,0 days 00:00:04.190370,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.18708765561856155,dart,0.5503714759635453,0.040059989419729616,30.0,21.0,13.018138593054081,853.3277989721207,0.602155327796936,,COMPLETE
71,22.445703840269452,2025-05-04 05:13:23.223761,2025-05-04 05:13:30.057860,0 days 00:00:06.834099,,,,,,none,0.8677583405851971,129.0,5.0,132.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,9.071148289698241,503.80962088508676,0.7651101998701245,,COMPLETE
72,24.055227064489205,2025-05-04 05:13:23.242454,2025-05-04 05:13:25.830134,0 days 00:00:02.587680,,,,,,none,0.9959616044531147,128.0,4.0,214.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,9.72524746032568,578.6539491241339,0.7302157306655865,,COMPLETE
73,28.409137423104696,2025-05-04 05:13:23.443618,2025-05-04 05:13:31.527980,0 days 00:00:08.084362,,,,,,none,0.01007837676092609,165.0,3.0,181.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,11.31422366024847,807.0790891248478,0.6237176939962064,,COMPLETE
74,21.460898061607356,2025-05-04 05:13:23.569633,2025-05-04 05:13:27.126633,0 days 00:00:03.557000,,,,,,none,0.7531601396078806,135.0,4.0,118.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.49023920719702,460.57014561070235,0.7852696237554366,,COMPLETE
75,24.279097959043494,2025-05-04 05:13:23.594258,2025-05-04 05:13:29.216758,0 days 00:00:05.622500,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.18397726469084374,dart,0.4733756078989396,0.03473072369905545,13.0,46.0,9.547835966834876,589.47459770483,0.7251708507537842,,COMPLETE
76,24.595009351480055,2025-05-04 05:13:25.856744,2025-05-04 05:13:30.143008,0 days 00:00:04.286264,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.2046056339233873,dart,0.43346134267127334,0.034469032576380676,13.0,44.0,9.806773687408718,604.9144849993913,0.7179723381996155,,COMPLETE
77,24.409316469477396,2025-05-04 05:13:26.101179,2025-05-04 05:13:30.334926,0 days 00:00:04.233747,,,,,,none,,,,,,,,,,,XGBoost,,,,,,,maxabs,0.21017888293390544,dart,0.4427998933040684,0.03430734718779439,13.0,45.0,9.708177036170685,595.8147305071004,0.722214937210083,,COMPLETE
78,23.617056057122063,2025-05-04 05:13:27.140812,2025-05-04 05:13:31.929302,0 days 00:00:04.788490,,,,,,none,0.08316364401871347,134.0,3.0,120.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.743625797527336,557.765336805246,0.7399545720238646,,COMPLETE
79,21.79129913820995,2025-05-04 05:13:27.160294,2025-05-04 05:13:35.689901,0 days 00:00:08.529607,,,,,,none,0.11572644649066846,131.0,5.0,145.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.058904349237345,474.8607181309497,0.778606968689173,,COMPLETE
80,21.855912322852163,2025-05-04 05:13:28.914611,2025-05-04 05:13:35.746499,0 days 00:00:06.831888,,,,,,none,0.14334707361569735,131.0,4.0,246.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.065355478696233,477.6809034642011,0.7772921212908782,,COMPLETE
81,22.282862351371048,2025-05-04 05:13:29.231965,2025-05-04 05:13:33.803685,0 days 00:00:04.571720,,,,,,none,0.13482500230919697,128.0,3.0,109.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.473584283090187,496.5259545701493,0.7685060439628252,,COMPLETE
82,22.88660481868243,2025-05-04 05:13:29.263334,2025-05-04 05:13:33.588845,0 days 00:00:04.325511,,,,,,none,0.12256228068324827,130.0,3.0,103.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.567171054411732,523.7966801265377,0.7557916871705046,,COMPLETE
83,21.667238324725872,2025-05-04 05:13:29.344469,2025-05-04 05:13:37.933873,0 days 00:00:08.589404,,,,,,none,0.11348241199858607,129.0,4.0,132.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.053270550623314,469.4692166204697,0.7811206338906667,,COMPLETE
84,22.42915686055496,2025-05-04 05:13:29.921517,2025-05-04 05:13:35.185560,0 days 00:00:05.264043,,,,,,none,0.12693145591226931,131.0,3.0,127.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.242292752996704,503.0670774753796,0.7654563938804482,,COMPLETE
85,21.13529324433141,2025-05-04 05:13:30.064689,2025-05-04 05:13:37.299946,0 days 00:00:07.235257,,,,,,none,0.30937161882187825,135.0,5.0,123.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,7.9306682708083365,446.700620523881,0.7917359750129145,,COMPLETE
86,20.827517897219114,2025-05-04 05:13:30.131318,2025-05-04 05:13:37.943280,0 days 00:00:07.811962,,,,,,none,0.2456955050520139,129.0,5.0,141.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,7.842835948406321,433.7855017589825,0.7977573559861703,,COMPLETE
87,21.966533717029222,2025-05-04 05:13:30.158624,2025-05-04 05:13:34.402051,0 days 00:00:04.243427,,,,,,none,0.2785414663491943,137.0,3.0,102.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.323988423537283,482.52860354138164,0.7750319911643075,,COMPLETE
88,21.504525096818412,2025-05-04 05:13:30.350531,2025-05-04 05:13:34.022052,0 days 00:00:03.671521,,,,,,none,0.25766398521054534,128.0,3.0,114.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.202636718558045,462.44459963969297,0.7843957021112871,,COMPLETE
89,21.33518128231176,2025-05-04 05:13:30.369947,2025-05-04 05:13:34.595506,0 days 00:00:04.225559,,,,,,none,0.25603742555674447,128.0,3.0,104.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.077976425630018,455.189960349106,0.7877780130127476,,COMPLETE
90,21.059815243182534,2025-05-04 05:13:30.598861,2025-05-04 05:13:35.427099,0 days 00:00:04.828238,,,,,,none,0.28630878069981236,130.0,3.0,132.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,8.066921986978597,443.51581807698335,0.7932208168642685,,COMPLETE
91,19.50447187415104,2025-05-04 05:13:31.539565,2025-05-04 05:13:47.470534,0 days 00:00:15.930969,,,,,,none,0.22681976515928007,131.0,13.0,102.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,7.441058480951916,380.424423089549,0.8226357477115173,,COMPLETE
92,20.262152801222317,2025-05-04 05:13:31.940017,2025-05-04 05:13:41.387328,0 days 00:00:09.447311,,,,,,none,0.42224934735176123,173.0,15.0,415.0,,,,,,,HistGradientBosting,,,,,,,maxabs,,,,,,,7.7000218533442215,410.5548361400814,0.8085881265350165,,COMPLETE
93,21.56621172572754,2025-05-04 05:13:32.773592,2025-05-04 05:13:39.005980,0 days 00:00:06.232388,,,,,,none,0.5400266521154599,175.0,13.0,996.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.13244562858184,465.1014881989081,0.7831569881273321,,COMPLETE
94,24.05843629185483,2025-05-04 05:13:33.599847,2025-05-04 05:13:39.401463,0 days 00:00:05.801616,,,,,,none,0.877019573685976,176.0,16.0,468.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.99674083681597,578.8083568092375,0.7301437415871948,,COMPLETE
95,22.01316995316536,2025-05-04 05:13:33.813174,2025-05-04 05:13:38.371222,0 days 00:00:04.558048,,,,,,none,0.7871307660057384,164.0,13.0,946.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.589495536573782,484.57965138694215,0.7740757366615568,,COMPLETE
96,19.767200144278192,2025-05-04 05:13:34.031419,2025-05-04 05:13:46.400406,0 days 00:00:12.368987,,,,,,none,0.1768271996608651,128.0,11.0,950.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.515346267728901,390.74220154395175,0.8178253177028936,,COMPLETE
97,19.48000017141591,2025-05-04 05:13:34.070170,2025-05-04 05:13:52.675259,0 days 00:00:18.605089,,,,,,none,0.13997739553294397,185.0,12.0,975.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.520515118202909,379.4704066783638,0.8230805362087084,,COMPLETE
98,20.017290862180634,2025-05-04 05:13:34.418773,2025-05-04 05:13:44.661959,0 days 00:00:10.243186,,,,,,none,0.2823242247748578,183.0,12.0,966.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.5571979944016405,400.69193346114025,0.8131864810382254,,COMPLETE
99,20.794462547935453,2025-05-04 05:13:34.610396,2025-05-04 05:13:42.480727,0 days 00:00:07.870331,,,,,,none,0.24871710012195047,184.0,12.0,988.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.706736846359844,432.40967265749015,0.7983988050757979,,COMPLETE
100,20.28056627207579,2025-05-04 05:13:34.717144,2025-05-04 05:13:49.610280,0 days 00:00:14.893136,,,,,,none,0.29469133358846966,189.0,12.0,991.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.577247161090452,411.3013683160582,0.8082400728529577,,COMPLETE
101,,2025-05-04 05:13:35.196795,2025-05-04 05:13:35.328893,0 days 00:00:00.132098,,,,,,lasso,0.3204163746856725,190.0,12.0,985.0,0.0007870268181877197,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
102,21.559704608482907,2025-05-04 05:13:35.338576,2025-05-04 05:13:41.328798,0 days 00:00:05.990222,,,,,,none,0.49105721602285196,187.0,12.0,420.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.134989579365135,464.8208628050391,0.783287823347512,,COMPLETE
103,20.014435618914913,2025-05-04 05:13:35.436710,2025-05-04 05:13:44.073799,0 days 00:00:08.637089,,,,,,none,0.4577625211007347,154.0,11.0,402.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.955365084532937,400.5776331436899,0.813239770966817,,COMPLETE
104,20.989430323178738,2025-05-04 05:13:35.700562,2025-05-04 05:13:44.281779,0 days 00:00:08.581217,,,,,,none,0.5334666452487016,162.0,11.0,339.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.97793423195159,440.55618529157505,0.7946006784719152,,COMPLETE
105,20.80875078108024,2025-05-04 05:13:35.753249,2025-05-04 05:13:47.875943,0 days 00:00:12.122694,,,,,,none,0.24433170384645525,156.0,11.0,489.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.519338261032948,433.0041090691074,0.7981216625915607,,COMPLETE
106,22.189333213410976,2025-05-04 05:13:37.311805,2025-05-04 05:13:41.996296,0 days 00:00:04.684491,,,,,,none,0.4883387937136051,149.0,11.0,332.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.242602424319928,492.36650845578345,0.770445291301409,,COMPLETE
107,22.135668406583214,2025-05-04 05:13:37.947862,2025-05-04 05:13:42.712639,0 days 00:00:04.764777,,,,,,none,0.5411795645547545,152.0,10.0,310.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.231040189506889,489.9878158062063,0.7715543027570617,,COMPLETE
108,22.466219974097044,2025-05-04 05:13:37.958464,2025-05-04 05:13:43.250381,0 days 00:00:05.291917,,,,,,none,0.6292062595856125,151.0,12.0,324.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.58799298679444,504.731039924517,0.7646806091576102,,COMPLETE
109,22.594211211574766,2025-05-04 05:13:38.283409,2025-05-04 05:13:42.494623,0 days 00:00:04.211214,,,,,,none,0.6008575191318173,151.0,10.0,307.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,8.540734378914603,510.4983802732508,0.7619917176286728,,COMPLETE
110,20.23188437925001,2025-05-04 05:13:38.377002,2025-05-04 05:13:52.547781,0 days 00:00:14.170779,,,,,,none,0.45362954945794415,148.0,10.0,298.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.819156181854388,409.32914553534056,0.8091595769584183,,COMPLETE
111,,2025-05-04 05:13:39.014021,2025-05-04 05:13:39.128023,0 days 00:00:00.114002,,,,,,lasso,0.19424831134232576,149.0,8.0,343.0,0.9256349271247144,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
112,19.98343551786932,2025-05-04 05:13:39.138705,2025-05-04 05:13:49.363806,0 days 00:00:10.225101,,,,,,none,0.5157261325019848,209.0,9.0,299.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.912900878847446,399.3376950968411,0.8138178639367092,,COMPLETE
113,19.451980874304756,2025-05-04 05:13:39.408827,2025-05-04 05:13:50.558031,0 days 00:00:11.149204,,,,,,none,0.4914383871608925,212.0,10.0,294.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.853472499784296,378.37955993431797,0.8235891187427837,,COMPLETE
114,23.81556421108344,2025-05-04 05:13:39.542036,2025-05-04 05:13:45.039904,0 days 00:00:05.497868,,,,,,none,,,,,,0.6150265787863967,0.012596545122277602,10.0,274.0,26.0,LightGBM,,,,,,,robust,,,,,,,8.933915864495798,567.1810986922385,0.7355646867655785,,COMPLETE
115,20.005291462707866,2025-05-04 05:13:41.339721,2025-05-04 05:13:54.079439,0 days 00:00:12.739718,,,,,,none,0.2355617214898953,211.0,9.0,269.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,7.464625307353387,400.2116865078923,0.8134103852794013,,COMPLETE
116,20.13777149972318,2025-05-04 05:13:41.398192,2025-05-04 05:13:57.832102,0 days 00:00:16.433910,,,,,,none,0.205804677458949,151.0,9.0,573.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,7.443587987143641,405.5298409750631,0.8109309164719994,,COMPLETE
117,23.49427714584063,2025-05-04 05:13:42.006333,2025-05-04 05:13:51.792879,0 days 00:00:09.786546,,,,,,none,,,,,,0.6214857898932185,0.010406495416124997,10.0,344.0,36.0,LightGBM,,,,,,,robust,,,,,,,8.663869260015252,551.9810586055694,0.742651360441344,,COMPLETE
118,19.508182980864493,2025-05-04 05:13:42.145912,2025-05-04 05:14:06.406658,0 days 00:00:24.260746,,,,,,none,0.19762989691357355,211.0,8.0,597.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,7.321873970282204,380.5692032148911,0.8225682472643352,,COMPLETE
119,18.24062531348736,2025-05-04 05:13:42.493522,2025-05-04 05:14:09.272981,0 days 00:00:26.779459,,,,,,none,,,,,,0.6044835329373736,0.2806840029159492,10.0,997.0,34.0,LightGBM,,,,,,,robust,,,,,,,7.053943105560666,332.7204118270359,0.8448766601640423,,COMPLETE
120,18.181539583467764,2025-05-04 05:13:42.502844,2025-05-04 05:13:48.237309,0 days 00:00:05.734465,,,,,,none,,,,,,0.6111493096080968,0.28114029513055655,10.0,287.0,27.0,LightGBM,,,,,,,robust,,,,,,,7.117000825995421,330.5683816252051,0.8458799953982791,,COMPLETE
121,18.611637118363937,2025-05-04 05:13:42.724114,2025-05-04 05:13:54.302200,0 days 00:00:11.578086,,,,,,none,,,,,,0.5910963033684378,0.2968094390676694,10.0,344.0,67.0,LightGBM,,,,,,,robust,,,,,,,7.257385674261872,346.3930362256623,0.83850210938313,,COMPLETE
122,18.82414890306797,2025-05-04 05:13:43.257993,2025-05-04 05:13:49.239011,0 days 00:00:05.981018,,,,,,none,,,,,,0.5898412581297959,0.28920752507027664,9.0,368.0,21.0,LightGBM,,,,,,,robust,,,,,,,7.298008855803489,354.34858192487513,0.8347930167780119,,COMPLETE
123,,2025-05-04 05:13:43.386813,2025-05-04 05:13:43.557593,0 days 00:00:00.170780,,,,,,lasso,,,,,0.00010740911063177018,0.5983201398401318,0.2311260035218987,10.0,359.0,23.0,LightGBM,,,,,,,robust,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
124,19.519391326731583,2025-05-04 05:13:43.568078,2025-05-04 05:14:44.441983,0 days 00:01:00.873905,,,,,,none,,,,,,0.7070451174628067,0.3473641558183692,10.0,990.0,218.0,LightGBM,,,,,,,standard,,,,,,,7.612098435464754,381.00663776608417,0.8223643033338498,,COMPLETE
125,19.880979045745384,2025-05-04 05:13:44.079827,2025-05-04 05:14:24.344946,0 days 00:00:40.265119,,,,,,none,0.05136782487190957,206.0,22.0,629.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.321457499594611,395.25332781736705,0.8157221074726847,,COMPLETE
126,20.513560489724195,2025-05-04 05:13:44.289025,2025-05-04 05:14:06.176850,0 days 00:00:21.887825,,,,,,none,0.06986080674810988,206.0,22.0,629.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.499007681708136,420.80616396557355,0.8038086776238079,,COMPLETE
127,19.363890338452663,2025-05-04 05:13:44.672264,2025-05-04 05:14:30.528258,0 days 00:00:45.855994,,,,,,none,,,,,,0.6966179079604246,0.2777988339938816,10.0,963.0,231.0,LightGBM,,,,,,,standard,,,,,,,7.525510852712025,374.9602490396204,0.8251832948349878,,COMPLETE
128,,2025-05-04 05:13:45.048735,2025-05-04 05:13:45.139721,0 days 00:00:00.090986,mse,30.0,34.0,5.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,standard,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mse' instead.",PRUNED
129,20.635980070555956,2025-05-04 05:13:45.144452,2025-05-04 05:14:06.070462,0 days 00:00:20.926010,,,,,,none,0.07039802306952828,200.0,24.0,635.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.565283928744138,425.84367347238253,0.801460053159019,,COMPLETE
130,19.976071630225277,2025-05-04 05:13:46.410704,2025-05-04 05:14:09.131514,0 days 00:00:22.720810,,,,,,none,0.07927185367085311,201.0,23.0,889.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,7.432638705350563,399.04343777589116,0.8139550547334694,,COMPLETE
131,19.728551373834158,2025-05-04 05:13:47.148824,2025-05-04 05:14:35.123022,0 days 00:00:47.974198,,,,,,none,,,,,,0.7779975152331293,0.41558358476433616,10.0,931.0,228.0,LightGBM,,,,,,,standard,,,,,,,7.781338766388944,389.2157393100136,0.8185369960714122,,COMPLETE
132,19.664376774457995,2025-05-04 05:13:47.479057,2025-05-04 05:14:23.923035,0 days 00:00:36.443978,,,,,,none,,,,,,0.7726420115248332,0.28758613399063565,9.0,949.0,215.0,LightGBM,,,,,,,standard,,,,,,,7.164256175378636,386.687713927843,0.8197156305240416,,COMPLETE
133,19.140402162774812,2025-05-04 05:13:47.883626,2025-05-04 05:14:21.684457,0 days 00:00:33.800831,,,,,,none,,,,,,0.7929837777601121,0.2910640439775901,10.0,840.0,224.0,LightGBM,,,,,,,standard,,,,,,,7.233332700140802,366.35499495275474,0.8291952992285914,,COMPLETE
134,19.857324403291887,2025-05-04 05:13:48.246604,2025-05-04 05:14:40.047732,0 days 00:00:51.801128,,,,,,none,,,,,,0.7363423698995543,0.34191313404321383,10.0,972.0,90.0,LightGBM,,,,,,,standard,,,,,,,7.655892931864338,394.3133324575715,0.8161603589729189,,COMPLETE
135,18.894517163360483,2025-05-04 05:13:49.249005,2025-05-04 05:13:59.135727,0 days 00:00:09.886722,,,,,,none,,,,,,0.6240241358473344,0.3251072244050574,10.0,251.0,80.0,LightGBM,,,,,,,robust,,,,,,,7.531522520980686,357.00277883652393,0.833555557713639,,COMPLETE
136,19.27971801540282,2025-05-04 05:13:49.372466,2025-05-04 05:13:58.055141,0 days 00:00:08.682675,,,,,,none,,,,,,0.6387878173268502,0.3037492531349868,10.0,239.0,75.0,LightGBM,,,,,,,robust,,,,,,,7.578958903190715,371.70752675344806,0.8266998027697405,,COMPLETE
137,18.788899392446226,2025-05-04 05:13:49.618476,2025-05-04 05:14:00.275910,0 days 00:00:10.657434,,,,,,none,,,,,,0.626100188933449,0.34647775213265397,10.0,258.0,80.0,LightGBM,,,,,,,robust,,,,,,,7.551340412169268,353.0227403794662,0.8354111603042468,,COMPLETE
138,19.82957563711879,2025-05-04 05:13:50.487642,2025-05-04 05:14:00.175425,0 days 00:00:09.687783,,,,,,none,,,,,,0.65487958658589,0.33287571251269743,10.0,268.0,67.0,LightGBM,,,,,,,robust,,,,,,,7.4747366639187,393.212069948215,0.8166737976211506,,COMPLETE
139,19.628147876654033,2025-05-04 05:13:50.562075,2025-05-04 05:14:01.143084,0 days 00:00:10.581009,,,,,,none,,,,,,0.6250941036058116,0.3510106960008993,10.0,261.0,80.0,LightGBM,,,,,,,robust,,,,,,,7.610826751796259,385.2641890677982,0.8203793166784831,,COMPLETE
140,19.897602479918262,2025-05-04 05:13:50.653481,2025-05-04 05:13:59.687980,0 days 00:00:09.034499,,,,,,none,,,,,,0.5818876428686117,0.3565517113614847,9.0,240.0,111.0,LightGBM,,,,,,,robust,,,,,,,7.730368334693275,395.9145844488494,0.8154138115776389,,COMPLETE
141,19.220256745455163,2025-05-04 05:13:51.328681,2025-05-04 05:14:00.981128,0 days 00:00:09.652447,,,,,,none,,,,,,0.5720913737389721,0.3285646216185604,9.0,248.0,101.0,LightGBM,,,,,,,robust,,,,,,,7.500893777710043,369.4182693612147,0.8277671170666825,,COMPLETE
142,19.775740421966518,2025-05-04 05:13:51.799054,2025-05-04 05:14:00.016429,0 days 00:00:08.217375,,,,,,none,,,,,,0.5613704478165515,0.350968467618272,8.0,258.0,96.0,LightGBM,,,,,,,robust,,,,,,,7.637647942187604,391.07990923700044,0.8176678691563906,,COMPLETE
143,19.305806126540322,2025-05-04 05:13:52.553535,2025-05-04 05:14:00.650297,0 days 00:00:08.096762,,,,,,none,,,,,,0.5462836276988531,0.3404476045529842,8.0,250.0,93.0,LightGBM,,,,,,,robust,,,,,,,7.588970095958771,372.7141501955618,0.8262304874384677,,COMPLETE
144,19.68614638783017,2025-05-04 05:13:52.682922,2025-05-04 05:14:00.284572,0 days 00:00:07.601650,,,,,,none,,,,,,0.5425321755126499,0.31844567004198615,8.0,235.0,99.0,LightGBM,,,,,,,standard,,,,,,,7.707075114957774,387.5443596030789,0.8193162389223394,,COMPLETE
145,19.375175063582763,2025-05-04 05:13:54.085417,2025-05-04 05:14:02.193721,0 days 00:00:08.108304,,,,,,none,,,,,,0.5382375164299238,0.33285878725686935,8.0,236.0,101.0,LightGBM,,,,,,,robust,,,,,,,7.629346777807512,375.3974087444793,0.8249794790453673,,COMPLETE
146,19.70655529665574,2025-05-04 05:13:54.307166,2025-05-04 05:14:01.932930,0 days 00:00:07.625764,,,,,,none,,,,,,0.5451571383985477,0.3203994736439163,8.0,232.0,99.0,LightGBM,,,,,,,robust,,,,,,,7.7465335290777855,388.3483216601504,0.8189414098617792,,COMPLETE
147,19.82103589150713,2025-05-04 05:13:57.838082,2025-05-04 05:14:07.235737,0 days 00:00:09.397655,,,,,,none,,,,,,0.5342182296361488,0.37097942655312327,9.0,234.0,97.0,LightGBM,,,,,,,robust,,,,,,,7.852815107907077,392.8734638124138,0.8168316650461938,,COMPLETE
148,19.67428934685849,2025-05-04 05:13:58.060332,2025-05-04 05:14:06.429705,0 days 00:00:08.369373,,,,,,none,,,,,,0.55111240094583,0.35590065153829614,8.0,260.0,91.0,LightGBM,,,,,,,robust,,,,,,,7.721274641395278,387.07766130390945,0.8195338264110822,,COMPLETE
149,19.412124061170204,2025-05-04 05:13:59.141867,2025-05-04 05:14:07.303767,0 days 00:00:08.161900,,,,,,none,,,,,,0.5431992621153076,0.36856100399371733,8.0,242.0,94.0,LightGBM,,,,,,,robust,,,,,,,7.814649308941271,376.83056056626316,0.8243113045385304,,COMPLETE
150,19.676744451884016,2025-05-04 05:13:59.693805,2025-05-04 05:14:10.310375,0 days 00:00:10.616570,,,,,,none,,,,,,0.5472299936235232,0.3497462874376157,8.0,241.0,101.0,LightGBM,,,,,,,robust,,,,,,,7.76618238304816,387.17427222474845,0.819488783762142,,COMPLETE
151,19.479040289629545,2025-05-04 05:14:00.022467,2025-05-04 05:14:07.425107,0 days 00:00:07.402640,,,,,,none,,,,,,0.5543510870940513,0.37991089932825145,8.0,234.0,96.0,LightGBM,,,,,,,robust,,,,,,,7.724694906587625,379.4330106050111,0.8230979712790829,,COMPLETE
152,20.01516464225436,2025-05-04 05:14:00.181161,2025-05-04 05:14:08.295556,0 days 00:00:08.114395,,,,,,none,,,,,,0.6929067882603399,0.3904835453472955,8.0,254.0,81.0,LightGBM,,,,,,,robust,,,,,,,7.660015517087842,400.606815656549,0.8132261652825891,,COMPLETE
